roll_number,department,cgpa,backlogs,internships,technical_skills,technical_skills_count,communication_score,ssc_percentage,hsc_percentage,placement_status,package_offered
CSE20211076,CSE,8.09,3,1,"Android, React, Data Structures, Flask, Excel",5,2,78.1,72.7,Placed,12.9
MECH20221077,MECH,6.81,0,0,"Machine Learning, Excel",2,8,81.6,68.6,Not Placed,
ECE20231078,ECE,5.79,0,1,"AWS, Data Structures, Excel, Communication",4,9,77,77.2,Placed,10.1
IT20241079,IT,7.36,1,1,"Excel, Flask",2,4,69.7,86.9,Placed,8.8
EEE20211080,EEE,6.3,0,2,"Machine Learning, Android",2,6,89.3,81.6,Placed,11.6
CIVIL20221081,CIVIL,6.35,0,0,"Flask, Machine Learning, AWS, C++, Java",5,5,83.7,86.4,Placed,10.7
MECH20231082,MECH,8.28,0,1,"JavaScript, React",2,6,84.8,70.4,Placed,11.6
CSE20241083,CSE,6.14,1,3,Communication,1,8,87.1,87.9,Not Placed,
ECE20211084,ECE,8.51,0,2,"Communication, Flask, React, AWS",4,4,77.6,66.9,Placed,11.9
EEE20221085,EEE,6.9,0,2,"SQL, JavaScript, Data Structures, Java, Excel",5,6,80,77.4,Placed,11.3
IT20231086,IT,6.55,2,0,Android,1,6,74.1,57.7,Not Placed,
EEE20241087,EEE,6.94,0,0,"C++, Communication, Machine Learning",3,3,91.9,71.8,Not Placed,
ECE20211088,ECE,5.97,0,0,"AWS, Django, Communication, SQL",4,7,87.1,90.4,Placed,9.3
EEE20221089,EEE,5.73,2,1,"Data Structures, Excel, JavaScript, Communication",4,7,83.6,60.2,Placed,8.9
ECE20231090,ECE,6.59,2,0,"Flask, Django",2,8,75.3,99,Placed,12.5
CIVIL20241091,CIVIL,6.8,3,1,"Excel, C++, Python, Machine Learning, Android",5,7,90.5,67.5,Placed,9.8
IT20211092,IT,4.89,0,0,"React, Machine Learning, C++, Python",4,7,73.3,81.6,Not Placed,
EEE20221093,EEE,7.01,0,0,"Excel, Android, Data Structures, Communication, JavaScript",5,5,76.8,73.3,Not Placed,
CSE20231094,CSE,6.99,0,2,"JavaScript, SQL, AWS, React",4,4,79.6,94.9,Placed,10.3
CSE20241095,CSE,6.29,0,3,"Machine Learning, JavaScript, SQL, Communication",4,10,85.4,91.2,Placed,12.4
MECH20211096,MECH,6.08,0,0,"C++, Python, Excel, Java, Data Structures",5,8,73.3,76.7,Not Placed,
CIVIL20221097,CIVIL,6.51,0,1,"Python, C++, Flask",3,6,89.1,71,Not Placed,
IT20231098,IT,8.07,0,3,"C++, Communication, Java, Excel, JavaScript",5,7,59.3,65.9,Placed,10.6
CSE20241099,CSE,5.62,1,1,JavaScript,1,7,80.1,64.4,Placed,7.4
ECE20211100,ECE,9.59,0,0,"Flask, SQL, Android, Python, JavaScript",5,5,80.2,68.4,Placed,10.1
ECE20221101,ECE,6.59,1,0,"Python, Flask, Data Structures",3,7,82.3,86.7,Placed,12.2
MECH20231102,MECH,7.73,0,1,"Python, Machine Learning, Flask, Android",4,8,73.2,74.2,Placed,11.7
ECE20241103,ECE,7.07,2,2,React,1,8,84.2,70.7,Placed,11.3
IT20211104,IT,8.53,0,3,"AWS, SQL, JavaScript",3,8,89.9,66.6,Placed,14.6
EEE20221105,EEE,8.43,0,1,AWS,1,8,75.6,79,Placed,12.9
CIVIL20231106,CIVIL,5.88,1,0,"SQL, AWS, Android, Java",4,7,77.1,64.4,Not Placed,
EEE20241107,EEE,6.77,0,2,"Flask, Python, SQL, Machine Learning, Excel",5,6,75.1,88.9,Placed,13
EEE20211108,EEE,6.77,0,0,"Flask, C++",2,6,87.5,91.4,Not Placed,
ECE20221109,ECE,5.03,0,1,"JavaScript, Data Structures, React",3,7,78,77,Placed,9.5
MECH20231110,MECH,6.71,0,3,"Machine Learning, JavaScript, Java, Python",4,7,78.1,86.2,Placed,9.8
MECH20241111,MECH,7.03,0,0,"Machine Learning, Communication, AWS, SQL, Flask",5,5,84.2,87.8,Placed,13.3
CIVIL20211112,CIVIL,7.45,1,2,"Android, Machine Learning, SQL, Excel, C++",5,6,77,70.8,Placed,10.5
EEE20221113,EEE,8.35,0,0,"Android, Data Structures, SQL",3,4,80.7,78.3,Placed,13.8
CSE20231114,CSE,6.08,0,2,"C++, Java, Android",3,7,70,77.2,Placed,10.6
IT20241115,IT,7.38,0,3,Java,1,8,72,67.2,Placed,11.3
CIVIL20211116,CIVIL,6.41,0,0,"Excel, Java, React, Android, Django",5,5,79.4,82.5,Placed,11.2
MECH20221117,MECH,7.86,0,0,"Flask, AWS, Django, React, Python",5,7,73.3,88.7,Placed,10.9
IT20231118,IT,7.83,0,0,AWS,1,6,69,69.3,Placed,12.3
ECE20241119,ECE,8.41,0,3,"JavaScript, Machine Learning",2,8,69.1,78.4,Placed,12.3
EEE20211120,EEE,7.38,0,0,Communication,1,10,88.9,76.5,Placed,10.3
EEE20221121,EEE,7.83,0,2,"JavaScript, Machine Learning, Python, React",4,6,86.2,75.1,Placed,10.8
MECH20231122,MECH,8.01,0,1,"Machine Learning, C++, Excel, Android",4,5,82.1,78.2,Placed,12.8
CSE20241123,CSE,8.63,1,2,Flask,1,3,70.9,77.3,Placed,12.2
IT20211124,IT,6.31,0,0,"Excel, AWS, Django, SQL, Data Structures",5,7,83.1,67.2,Not Placed,
MECH20221125,MECH,7.79,2,0,"Data Structures, Django",2,5,74.9,76,Not Placed,
IT20231126,IT,6.24,0,1,"Machine Learning, Excel, Flask, Android",4,7,73.2,66.2,Placed,11.3
ECE20241127,ECE,6.59,1,1,"React, Java",2,5,74.2,82.3,Not Placed,
CIVIL20211128,CIVIL,7.96,0,0,Machine Learning,1,8,72.5,71.5,Placed,9.9
IT20221129,IT,7.88,1,0,"SQL, Python, Java, Excel",4,5,71.6,77.9,Not Placed,
MECH20231130,MECH,7.11,0,1,"Android, SQL, Flask, AWS",4,4,79.2,82.4,Placed,14.6
EEE20241131,EEE,6.17,0,0,"Data Structures, SQL, JavaScript, Android",4,6,78.3,73.8,Placed,12.5
ECE20211132,ECE,6.98,0,1,"Machine Learning, Python, C++, Data Structures",4,7,71.6,80.6,Not Placed,
CSE20221133,CSE,7.4,2,0,"Machine Learning, Android, React, Flask, Java",5,4,86,84.3,Placed,11.7
MECH20231134,MECH,6.94,1,2,"Java, Data Structures, Django, Android, AWS",5,7,78.9,65.6,Not Placed,
EEE20241135,EEE,7.16,0,0,"Data Structures, Android, Communication, Java",4,8,80.6,59.7,Not Placed,
CSE20211136,CSE,7.93,0,0,"C++, Django, Communication",3,2,81,69,Placed,13.7
IT20221137,IT,6.48,0,2,"Data Structures, Machine Learning, AWS, Java",4,4,66.7,75.8,Not Placed,
CIVIL20231138,CIVIL,6.69,0,2,"C++, Android, SQL, Excel, Machine Learning",5,7,86.7,77.5,Placed,11.3
ECE20241139,ECE,8.37,0,0,Communication,1,5,71.9,77.5,Placed,11.8
EEE20211140,EEE,7.43,0,3,"React, Machine Learning, Android, Communication",4,5,78.4,87,Placed,11.4
CSE20221141,CSE,6.52,1,2,"Java, Android, JavaScript, Flask, Machine Learning",5,4,80.9,72.9,Placed,10.2
IT20231142,IT,6.26,0,1,Python,1,5,96.8,91.4,Not Placed,
EEE20241143,EEE,5.63,0,1,Data Structures,1,9,83.5,78.6,Placed,10.7
CSE20211144,CSE,6.35,0,2,"Machine Learning, Flask",2,5,68.4,75.7,Not Placed,
ECE20221145,ECE,8.84,0,1,"Android, Java",2,3,68.6,79.2,Placed,13.8
EEE20231146,EEE,8.84,1,0,"Flask, Django, SQL, JavaScript, Data Structures",5,6,78,71,Placed,11.4
EEE20241147,EEE,7.91,0,1,"Java, JavaScript, SQL, React",4,6,85.1,80.1,Placed,12.1
EEE20211148,EEE,7.39,0,1,"SQL, Flask, Django, Android, JavaScript",5,7,71.9,87.4,Placed,11
EEE20221149,EEE,6.82,0,1,"Java, Django, Flask, React, Communication",5,6,82.6,67.6,Placed,11
CIVIL20231150,CIVIL,5.84,1,3,"Excel, Python, Communication, SQL, Android",5,7,77.8,58.1,Not Placed,
EEE20241151,EEE,9.18,0,2,"Django, SQL, C++, Data Structures, Excel",5,6,63.1,75.2,Not Placed,
IT20211152,IT,7.32,1,0,"Java, Data Structures, Communication, AWS",4,6,93.6,92.4,Not Placed,
IT20221153,IT,6.98,1,0,JavaScript,1,9,97.8,61.9,Not Placed,
ECE20231154,ECE,6.82,0,0,"Data Structures, Excel, SQL, C++, React",5,7,92,62.5,Not Placed,
IT20241155,IT,7.82,0,0,"React, Communication",2,6,77.6,86.3,Placed,14.2
CSE20211156,CSE,7.75,0,0,"Communication, Python, Java",3,3,80.8,93.6,Placed,9.2
CSE20221157,CSE,8,2,1,Django,1,4,84.9,79.6,Not Placed,
CIVIL20231158,CIVIL,5.98,1,0,"Java, Flask, AWS, Machine Learning",4,7,88.2,74.2,Placed,11.6
ECE20241159,ECE,7.22,0,1,"Python, Data Structures, Communication, React",4,5,73.7,78.5,Placed,10.7
EEE20211160,EEE,6.58,1,1,"Flask, Excel, SQL",3,7,73.4,76.2,Not Placed,
CSE20221161,CSE,6.94,0,0,"Machine Learning, Java, Android",3,6,85.4,83.8,Not Placed,
EEE20231162,EEE,6.31,0,1,Machine Learning,1,5,76.3,71.9,Placed,8.6
MECH20241163,MECH,5.84,0,2,"C++, Communication, React, Excel",4,5,77.6,79.6,Placed,9
ECE20211164,ECE,8.89,3,0,"Android, AWS, React",3,5,67.6,90.5,Placed,14.5
EEE20221165,EEE,6.98,0,2,"Android, React, Python, Django, Machine Learning",5,4,73.4,86.5,Placed,11.5
EEE20231166,EEE,7.16,0,1,JavaScript,1,8,80.4,79.9,Not Placed,
CSE20241167,CSE,7.13,1,1,"Excel, Data Structures",2,6,87.6,76,Placed,10.9
IT20211168,IT,6.64,0,3,SQL,1,7,67.1,78.6,Placed,9.7
CIVIL20221169,CIVIL,7.39,2,0,"Data Structures, React, Android",3,7,78.9,72.7,Placed,11.5
ECE20231170,ECE,8.1,0,1,"Java, Python",2,5,73.5,61.1,Placed,10.6
CSE20241171,CSE,7.05,0,2,"Data Structures, SQL, C++",3,6,78.3,73,Placed,9.1
ECE20211172,ECE,6.85,0,1,Python,1,5,72.8,71.4,Not Placed,
MECH20221173,MECH,6.29,0,1,"SQL, Flask, AWS, Communication, React",5,6,74.3,77,Placed,12.1
IT20231174,IT,8.69,0,1,"Machine Learning, C++, Java",3,6,69.4,62.1,Placed,12.3
IT20241175,IT,5.95,0,2,"Communication, Django, Android",3,8,61.1,72.5,Placed,9.3
EEE20211176,EEE,7.5,0,0,"Data Structures, Java, Communication, Flask, AWS",5,5,79.5,61.4,Placed,10.9
MECH20221177,MECH,7.96,0,1,"Django, Flask, Python, AWS",4,5,87.8,68.9,Placed,12.9
CSE20231178,CSE,6.67,0,2,"Java, Excel, React, Flask, Machine Learning",5,7,76.4,83.5,Placed,12.5
IT20241179,IT,6.43,1,2,"React, Data Structures, SQL",3,6,68.7,77.7,Not Placed,
MECH20211180,MECH,8.28,0,0,"Flask, Machine Learning, C++, Data Structures, Excel",5,5,79.2,75,Placed,12
EEE20221181,EEE,8.13,0,0,"Communication, C++, Django",3,6,82.5,67.2,Placed,13.5
ECE20231182,ECE,7.84,0,1,"Communication, Android, AWS, SQL",4,5,88,81.3,Placed,13.5
CIVIL20241183,CIVIL,8.9,0,1,"Communication, Django, AWS, Android, Flask",5,7,82.1,82.5,Placed,12.6
EEE20211184,EEE,7.03,0,2,"C++, Machine Learning",2,4,74.1,77.7,Placed,10.8
CSE20221185,CSE,6.48,2,1,"AWS, React, Communication, Java",4,8,77.7,77.6,Not Placed,
CIVIL20231186,CIVIL,7.5,0,0,"Data Structures, Java, Communication",3,6,76.3,63.7,Not Placed,
MECH20241187,MECH,7.16,0,0,C++,1,7,94.1,75.5,Placed,9.4
ECE20211188,ECE,6.89,3,1,"SQL, JavaScript, React",3,4,86.7,85.6,Not Placed,
CSE20221189,CSE,5.85,1,3,"Data Structures, Python, AWS, JavaScript, Communication",5,6,72.8,70.2,Placed,11.3
CSE20231190,CSE,7.1,0,0,"Flask, React, Java",3,7,67.4,76.8,Not Placed,
CSE20241191,CSE,7.69,0,1,"AWS, SQL, Communication",3,7,72.5,85.8,Not Placed,
IT20211192,IT,7.66,1,0,C++,1,7,72.4,67.2,Placed,12.2
CIVIL20221193,CIVIL,6.49,0,0,Data Structures,1,7,84.7,88,Not Placed,
MECH20231194,MECH,9.43,3,3,Data Structures,1,8,93.1,65.4,Not Placed,
ECE20241195,ECE,7.24,0,1,"Java, Flask, Android, AWS, Machine Learning",5,6,79.6,86.8,Placed,11.9
MECH20211196,MECH,7.5,0,0,"Communication, AWS, Django",3,8,69.7,91.7,Placed,7.3
CIVIL20221197,CIVIL,5.83,0,0,"SQL, Java, Communication, React",4,6,83.8,88.4,Placed,10.7
ECE20231198,ECE,5.89,1,1,"Machine Learning, Java, Android, Python",4,3,88.4,73.9,Not Placed,
ECE20241199,ECE,8.17,0,1,"Data Structures, C++, Django, Android, Java",5,8,78,65,Placed,13.9
ECE20211200,ECE,6.85,0,0,"Python, AWS, Django",3,4,83.7,63.3,Not Placed,
CSE20221201,CSE,7.65,0,1,"Communication, React, Excel",3,3,67.3,67.1,Placed,13.9
CSE20231202,CSE,7.05,1,0,Django,1,3,88.7,59.6,Not Placed,
CIVIL20241203,CIVIL,6.45,0,0,"Python, C++",2,5,78.2,71,Not Placed,
IT20211204,IT,6.5,0,0,"Java, Python, Excel, Communication, Django",5,5,80.3,84.7,Placed,13.8
CSE20221205,CSE,8.42,2,2,"Android, AWS",2,7,76.3,75.1,Placed,11.5
CSE20231206,CSE,7.87,0,0,"JavaScript, Data Structures, Communication, Excel",4,5,74.9,65.7,Not Placed,
CSE20241207,CSE,6.4,0,1,"Java, AWS, React, Android, Excel",5,6,89.9,77.1,Placed,13
MECH20211208,MECH,7.22,2,0,C++,1,4,84.6,90,Not Placed,
MECH20221209,MECH,7.59,0,1,C++,1,5,74.3,71.3,Placed,12.5
CSE20231210,CSE,6.7,1,1,"Java, Android, Python, JavaScript, Data Structures",5,5,74.6,67.7,Not Placed,
EEE20241211,EEE,9.11,0,0,"Android, AWS",2,3,70.2,97.6,Placed,11.5
MECH20211212,MECH,6.81,0,0,"C++, Communication, AWS",3,7,71.7,82.1,Not Placed,
CIVIL20221213,CIVIL,7.87,1,0,"Python, SQL, Data Structures, Java",4,6,64.2,66.2,Not Placed,
ECE20231214,ECE,7.03,0,1,"Machine Learning, Python",2,5,77.9,63.4,Not Placed,
MECH20241215,MECH,6.7,3,0,"C++, React",2,7,75.9,83.5,Not Placed,
CSE20211216,CSE,7.72,0,0,SQL,1,5,82.3,80.7,Placed,8.6
EEE20221217,EEE,7.73,1,3,"C++, Flask, Python, Data Structures",4,5,84.8,83.9,Placed,13
IT20231218,IT,7.79,0,0,Communication,1,7,79.1,77,Not Placed,
MECH20241219,MECH,6.54,0,1,"Flask, Machine Learning, Django",3,4,83.1,68.8,Not Placed,
MECH20211220,MECH,6.85,0,0,"Java, Django, Python, React, Flask",5,5,72.1,73.6,Placed,11.3
ECE20221221,ECE,8.34,1,2,"React, Communication, Flask",3,5,74.7,87.9,Placed,11.8
ECE20231222,ECE,7.58,0,1,AWS,1,5,78,89.3,Placed,10.9
CSE20241223,CSE,8.34,0,0,"AWS, Flask",2,5,83.5,71.1,Not Placed,
MECH20211224,MECH,6.97,0,1,"Python, Excel, Machine Learning, Communication, Django",5,5,91.7,76.1,Placed,11.2
CSE20221225,CSE,6.88,1,0,"Excel, Communication, React, Python",4,2,76.7,77.7,Placed,10.8
CIVIL20231226,CIVIL,7.36,2,2,"Flask, AWS, SQL, C++, Data Structures",5,4,81.1,78,Not Placed,
EEE20241227,EEE,7.14,0,3,"React, JavaScript, C++, Python",4,8,73.1,83.2,Placed,12.5
ECE20211228,ECE,7.09,1,1,"Flask, Android, C++, Java, Data Structures",5,7,79.8,56.6,Placed,12.1
CSE20221229,CSE,7.31,0,0,"C++, Machine Learning",2,8,71.2,68.4,Placed,11.3
ECE20231230,ECE,7.38,0,2,"Django, Machine Learning",2,5,75.2,70.7,Placed,10.9
IT20241231,IT,7.83,0,0,"JavaScript, AWS, Data Structures, Django",4,4,80.9,54.1,Placed,11.9
EEE20211232,EEE,7.97,0,0,"Machine Learning, SQL, AWS, Flask, Data Structures",5,5,81.8,63.2,Placed,11.8
CIVIL20221233,CIVIL,7.79,0,1,"React, SQL",2,6,86.6,75.9,Not Placed,
CIVIL20231234,CIVIL,6.6,2,1,"Flask, Communication, Django, AWS",4,6,69.6,74,Placed,12.1
EEE20241235,EEE,8.11,0,2,"Communication, Excel, Java",3,7,67.8,84.5,Placed,11.7
IT20211236,IT,8.1,0,1,"React, SQL, Machine Learning",3,6,75.7,79.7,Placed,13.3
IT20221237,IT,4.99,0,1,JavaScript,1,7,91.2,79.5,Placed,9.7
CSE20231238,CSE,8.39,0,1,"Django, Data Structures",2,5,77.4,53.6,Placed,11.1
ECE20241239,ECE,7.19,0,2,"AWS, Flask",2,7,85.2,66.6,Placed,11
EEE20211240,EEE,8.4,0,2,"Data Structures, Android",2,8,67.1,71.3,Placed,10.3
EEE20221241,EEE,8.44,1,2,"Django, Communication, Python, AWS, JavaScript",5,5,78.3,69.1,Placed,12.9
IT20231242,IT,7.26,1,1,"Machine Learning, Flask",2,5,76,80,Not Placed,
CIVIL20241243,CIVIL,7.79,1,0,AWS,1,7,82.8,69.7,Not Placed,
IT20211244,IT,6.67,0,0,"AWS, React, Java",3,8,75.8,75.7,Not Placed,
CSE20221245,CSE,6.82,0,3,"Communication, SQL, JavaScript, Flask",4,7,70.6,87,Placed,11.5
CIVIL20231246,CIVIL,7.09,0,0,"AWS, React",2,5,78.3,63.3,Not Placed,
CIVIL20241247,CIVIL,8.22,0,3,Data Structures,1,4,79.2,74.1,Placed,11.9
EEE20211248,EEE,7.27,0,0,"Data Structures, JavaScript, SQL, Communication",4,7,78.8,76.2,Not Placed,
ECE20221249,ECE,6.87,0,1,"React, Machine Learning, Django, C++, Python",5,6,81.2,64.5,Placed,13.2
IT20231250,IT,5.98,0,1,"AWS, Android, Java, Data Structures, JavaScript",5,5,78,75.2,Placed,8.3
CIVIL20241251,CIVIL,7.53,0,2,Java,1,2,70.6,65,Not Placed,
CSE20211252,CSE,8.01,1,1,C++,1,6,83.4,76.8,Placed,9.2
MECH20221253,MECH,8.18,1,1,"Excel, JavaScript, C++, Python",4,6,74.8,77.7,Not Placed,
CSE20231254,CSE,6.56,2,1,"AWS, C++, Django, Data Structures, Python",5,6,79.8,79.2,Placed,8.9
CIVIL20241255,CIVIL,6.68,0,1,"Flask, Django",2,9,94.2,71.1,Not Placed,
IT20211256,IT,7.6,0,3,"Excel, C++",2,6,70.6,65.1,Placed,11.4
MECH20221257,MECH,7.34,0,1,"Data Structures, Java, Machine Learning, Flask, Android",5,6,72.6,81.2,Placed,13.2
EEE20231258,EEE,7.01,0,2,"Django, Android, Python",3,7,83.1,86,Not Placed,
IT20241259,IT,6.88,2,1,"AWS, Android, Python, JavaScript, Flask",5,4,72.6,77,Not Placed,
IT20211260,IT,6.79,1,1,"Communication, Machine Learning, Java, Python, C++",5,5,84.6,69.7,Not Placed,
EEE20221261,EEE,6.25,1,1,"Android, Django, Excel, Python",4,7,83.5,71.9,Not Placed,
ECE20231262,ECE,8.72,3,2,"Python, Android",2,6,71.7,65.5,Placed,12
ECE20241263,ECE,6.5,0,0,"Java, Python, Machine Learning, Communication, JavaScript",5,8,73.4,87.2,Placed,11.3
MECH20211264,MECH,7.1,0,0,"Excel, Java, React, Communication",4,4,88.7,89.5,Placed,10.4
IT20221265,IT,7.06,0,0,"JavaScript, Flask",2,5,94.3,77.4,Placed,10.5
ECE20231266,ECE,6.25,0,1,"Communication, AWS",2,6,72.8,71.1,Placed,8.5
IT20241267,IT,8.28,0,3,"Python, Communication, Java, Django",4,6,75.6,80,Placed,10.3
CSE20211268,CSE,6.47,0,0,"Machine Learning, React, C++, Flask, Excel",5,6,74.4,69,Placed,11.4
MECH20221269,MECH,7.17,0,1,Java,1,6,70.1,66.4,Not Placed,
ECE20231270,ECE,5.45,0,1,Data Structures,1,4,89.2,81.8,Placed,8
IT20241271,IT,7.8,0,1,"Excel, Machine Learning, Flask, JavaScript",4,3,72.3,75.5,Not Placed,
CIVIL20211272,CIVIL,7.16,3,0,"Flask, Communication",2,6,84.6,63.1,Not Placed,
CIVIL20221273,CIVIL,6.66,0,1,Machine Learning,1,6,81,80,Placed,9.3
EEE20231274,EEE,6.3,0,0,Flask,1,6,72.4,70.5,Placed,11.4
EEE20241275,EEE,8.61,0,0,"React, C++, Android, Flask, Excel",5,5,71,68.7,Not Placed,
ECE20211276,ECE,7.21,0,1,"Data Structures, React, Communication, Flask, JavaScript",5,6,92.5,68.7,Placed,14.2
CSE20221277,CSE,8.01,0,1,"React, Machine Learning, Data Structures, Excel, Android",5,6,63.1,67.7,Placed,10.5
ECE20231278,ECE,5.88,0,1,"Python, Flask",2,5,73.8,61.7,Placed,9.8
ECE20241279,ECE,8.4,0,0,"Django, Python, Flask, C++, Data Structures",5,8,69.9,92.5,Placed,11.8
CSE20211280,CSE,7.43,2,1,"C++, Communication",2,5,74.3,89.2,Placed,9.9
IT20221281,IT,7.23,0,2,JavaScript,1,5,81.9,96.7,Placed,10.8
EEE20231282,EEE,7,1,2,"Django, Flask, Machine Learning, AWS, JavaScript",5,5,73,82.3,Not Placed,
EEE20241283,EEE,7.75,1,3,"Python, Django, C++, React",4,6,81.9,83.4,Not Placed,
MECH20211284,MECH,8.16,0,2,SQL,1,4,68.9,76.5,Not Placed,
CIVIL20221285,CIVIL,8.15,0,3,"Flask, JavaScript, Excel, Django",4,6,71.2,90.9,Placed,12.4
EEE20231286,EEE,7.22,0,2,"C++, React, Communication",3,4,76.1,94.5,Placed,11.4
ECE20241287,ECE,7.79,0,0,"React, Data Structures, Flask",3,5,76.5,91.1,Placed,13.7
EEE20211288,EEE,7.55,0,1,"SQL, Django, Data Structures, Android, Flask",5,6,84.4,59.3,Placed,12.3
MECH20221289,MECH,7.42,0,1,"Android, SQL",2,7,94.1,64.7,Placed,10.7
MECH20231290,MECH,7.78,0,1,"Machine Learning, SQL, Python, Data Structures",4,8,75.4,61.1,Placed,12.8
CIVIL20241291,CIVIL,8.53,0,0,"Python, Data Structures, Communication, Java, JavaScript",5,5,74.8,79.9,Placed,10.4
CSE20211292,CSE,7.57,0,1,"Django, Communication",2,6,75.2,85.6,Placed,12.8
CSE20221293,CSE,6.31,0,0,"JavaScript, Communication, Android",3,7,80.9,71.3,Placed,10.8
ECE20231294,ECE,8.48,0,2,"Excel, Data Structures, JavaScript",3,7,79.8,75.5,Not Placed,
CSE20241295,CSE,7.98,0,0,"JavaScript, Django, Java",3,7,80.5,72.7,Placed,10.9
ECE20211296,ECE,7.3,0,1,"Machine Learning, Django",2,7,80.1,85.8,Placed,10.1
IT20221297,IT,7.51,0,1,"Excel, Machine Learning, Data Structures, Python",4,6,82.8,83.3,Placed,11.7
CSE20231298,CSE,8.43,0,2,"Java, Communication",2,6,83.4,99,Placed,11.8
MECH20241299,MECH,7.47,0,2,"Flask, AWS, Machine Learning",3,6,79.9,84.4,Placed,12.6
ECE20211300,ECE,5.95,0,3,"Android, JavaScript, Django, Flask",4,7,72.3,84.3,Placed,9.2
CSE20221301,CSE,7.67,0,2,"Python, Django, Android",3,5,80.3,69.1,Placed,9.6
CSE20231302,CSE,6.97,0,1,"Python, Excel, C++, SQL",4,6,88.1,84,Placed,11.7
EEE20241303,EEE,7.72,1,1,"Data Structures, Flask, Python, React, Android",5,8,74.4,64.2,Placed,11.7
EEE20211304,EEE,8.25,2,1,C++,1,7,74.1,76.8,Placed,13.5
CIVIL20221305,CIVIL,7.33,0,1,"Data Structures, JavaScript, Django",3,7,89.7,87,Placed,11.3
ECE20231306,ECE,7.07,0,0,Android,1,8,80.7,75.7,Placed,9.8
MECH20241307,MECH,7.99,0,2,"Python, SQL",2,6,84.6,69.4,Placed,12.2
ECE20211308,ECE,4.63,1,2,"C++, Flask, Communication",3,7,77.7,62.2,Not Placed,
EEE20221309,EEE,7.34,0,0,"Django, JavaScript, SQL",3,8,88.8,71.9,Not Placed,
MECH20231310,MECH,7.46,0,1,Python,1,5,66.5,74.6,Not Placed,
EEE20241311,EEE,7.06,0,1,"Machine Learning, Android",2,5,89.9,75.1,Not Placed,
IT20211312,IT,6.74,0,0,"Django, Android, Communication, React, Data Structures",5,7,88.1,75.8,Placed,12.3
EEE20221313,EEE,8.28,0,1,"Excel, React, JavaScript, AWS, C++",5,7,84.7,66,Placed,12.8
CIVIL20231314,CIVIL,7.01,0,1,Python,1,5,71.3,58.8,Not Placed,
IT20241315,IT,5.39,1,0,"React, C++, Java",3,7,85,71.1,Placed,14.1
CIVIL20211316,CIVIL,8.97,0,2,"Django, Excel, Machine Learning, AWS, Java",5,7,65,54.1,Placed,12.5
EEE20221317,EEE,5.99,0,0,"React, Flask, Python, JavaScript, Machine Learning",5,7,74.9,79.1,Placed,10.7
CSE20231318,CSE,6.83,3,0,"Flask, Python, Machine Learning, Excel, SQL",5,5,72.7,72.8,Placed,11.1
CSE20241319,CSE,6.85,0,0,"Flask, Python, React, Machine Learning",4,8,72.4,72.8,Placed,10.8
CSE20211320,CSE,7.79,0,0,Communication,1,7,80,78.3,Placed,14.6
CIVIL20221321,CIVIL,7.09,1,1,"SQL, Communication, Android, React, Django",5,6,80.7,75.4,Placed,11.1
CIVIL20231322,CIVIL,7.8,0,0,"Java, Python, Machine Learning, Flask, React",5,8,81,83.3,Not Placed,
MECH20241323,MECH,6.45,1,2,"Data Structures, React, Flask, Android",4,9,90.7,71.5,Placed,11.2
ECE20211324,ECE,6.56,1,2,Java,1,5,99,73.2,Placed,7.7
ECE20221325,ECE,7.33,3,1,"Android, React",2,5,71.9,64.2,Not Placed,
MECH20231326,MECH,6.69,0,3,"Machine Learning, Python, React, Communication",4,8,74.6,75.1,Placed,8.8
CSE20241327,CSE,6.9,0,1,"Django, Android, Data Structures",3,3,69.8,80.1,Placed,14.3
MECH20211328,MECH,6.52,2,2,"Python, AWS, Android, Flask, Java",5,4,65.2,75.9,Not Placed,
CSE20221329,CSE,7.22,1,0,"AWS, Flask",2,6,73.4,76,Placed,11.3
EEE20231330,EEE,7.96,0,2,"Android, Java",2,4,77.8,97,Placed,9.2
MECH20241331,MECH,6.06,0,2,"Communication, Excel, Flask, SQL",4,6,74.6,81.1,Placed,9.3
ECE20211332,ECE,7.62,0,2,"JavaScript, Communication, Excel",3,8,68.5,81.2,Placed,11.5
MECH20221333,MECH,7.7,0,3,"Django, Python, Flask",3,7,91.7,63.2,Placed,11.4
CSE20231334,CSE,7.38,0,1,"Data Structures, Flask, C++, Django",4,5,73.3,67.4,Placed,14.2
CIVIL20241335,CIVIL,8.33,0,1,"Data Structures, C++",2,4,72.9,76.8,Not Placed,
MECH20211336,MECH,7.73,0,0,"Excel, Data Structures, Django",3,4,75.2,59.7,Not Placed,
ECE20221337,ECE,6.59,3,2,"Android, AWS, Django, SQL",4,6,76.6,75.8,Not Placed,
EEE20231338,EEE,7.81,0,0,React,1,10,91.5,80.9,Placed,8.1
CIVIL20241339,CIVIL,7.74,1,0,"Django, Flask",2,5,75.9,76.8,Not Placed,
EEE20211340,EEE,8.98,0,2,"Android, JavaScript, C++, Communication, Python",5,5,69.9,79.1,Placed,11.2
MECH20221341,MECH,7.23,0,0,"AWS, Java, Django, Flask, SQL",5,4,68.9,51.5,Placed,14
ECE20231342,ECE,6.95,0,1,"Communication, Excel, Java, AWS, C++",5,7,67.3,95.6,Placed,12.9
